Genes,R1_6,R1_21,R2_12,R2_17,R1_9,R2_3,R1_11,R1_17,R1_1,R2_9,R1_15,R1_22,R2_10,R1_16,R2_14,R1_20,R1_18,R1_19,R1_4,R1_2,R1_10,R1_12,R2_16,R2_13,R1_5,R1_7,R2_15,R2_18,R2_5,R2_1,R1_14,R2_2,R2_6,R1_3,R2_7,R2_8,R1_24,R1_8,R2_4,R1_23,R1_13,R2_11
MEG_7013|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET59,51,0,0,0,0,0,0,0,0,0,27,0,0,0,0,53,0,0,0,0,0,0,0,0,586,0,0,0,0,944,0,0,0,643,43,0,91,40,0,580,0,0
MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,1065,5857,274,480,360,392,79,254,2679,31,145,43591,142,616,134,116,38,0,7678,9114,1225,279,301,599,4037,1214,421,2251,597,4778,7336,2548,2071,6794,43,43,7760,130,150,41956,8191,175
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,203,1171,21950,277,383,1001,2131,1099,961,13015,1719,737,1133,2458,597,2963,683,0,201,350,1587,1235,171,819,783,168,698,282,349,1379,946,1735,0,0,2044,159603,351,257,164,218,313,1073
MEG_3878|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,19,0,0,0,8,49,0,36,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,615,258,500,2331,306,662,268,587,454,272,330,445,264,602,342,462,182,0,95,245,2013,204,433,427,321,350,638,778,641,779,497,1526,1802,0,407,218,120,112,114,79,29,1861
MEG_5320|Drugs|betalactams|Class_A_betalactamases|OXY,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,127,424,9346,74,160,293,626,311,334,5177,523,270,353,773,175,1130,237,0,61,100,396,405,76,272,223,197,344,0,191,462,346,651,0,0,671,75585,88,80,74,49,103,284
MEG_869|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,428,297,583,106,415,664,307,340,232,491,220,3868,608,763,688,1021,196,0,88,456,408,701,444,435,368,449,158,80,523,1395,557,980,273,30,1602,397,241,130,306,351,118,493
MEG_7603|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3704|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1588|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,158,53,0,11,53,165,24,100,99,165,126,428,116,0,257,97,0,0,25,0,122,13,17,0,0,35,0,0,223,87,189,0,0,501,54,37,0,0,25,0,14
MEG_2854|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,7519,847,78,267,5130,718,153,443,2441,73,312,70503,148,725,302,326,217,0,947,13627,3320,1566,294,273,1932,1843,146,2321,2120,3259,1208,3833,0,15515,107,53,1242,1707,856,29453,8019,360
MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,35,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
MEG_1766|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,35,28,56,0,0,42,0,35,0,0,0,0,0,0,0,91,48,0,0,26,0,0,32,25,0,0,0,0,0,0,0,0,0,0,105
MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,278,89,0,65,305,170,0,94,2079,0,0,74,0,89,0,97,0,0,67,664,1163,39,0,0,496,1457,0,2281,144,160,0,44,0,264,0,0,0,6761,79,77,0,0
MEG_5295|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,228,581,645,0,679,399,149,160,250,101,209,226,94,407,24,666,124,0,41,108,0,351,94,24,826,379,269,264,881,2054,348,1381,0,45,30,135,165,171,324,737,95,1265
MEG_1400|Drugs|betalactams|Class_A_betalactamases|BLAZ,139,0,0,0,25,0,0,0,31,0,0,625,126,79,0,0,0,0,181,125,125,0,23,30,69,64,0,31,31,192,52,1786,174,35,0,0,140,0,564,70,0,0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1301,0,462,0,86,0,74,0,59,275,63,0,399,53,0,139,0,0,0,0,0,0,0,39,0,0,51,0,0,0,38,0,0,1128,65,124,0,0,0,57,0,51
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,1628,516,1000,2196,373,927,564,755,811,473,513,667,630,892,501,943,428,0,233,434,2691,397,586,639,571,574,801,1064,725,895,810,2657,2420,0,868,421,222,0,180,137,0,2603
MEG_955|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,149,109,0,0,120,101,38,48,41,0,40,264,0,287,0,153,0,0,67,67,0,3332,0,0,0,0,0,0,150,520,64,198,0,0,0,0,957,78,125,56,0,0
MEG_4302|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRN,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,446,360,3314,1127,1074,1897,427,2186,3445,1340,713,534,1278,1886,2449,1201,199,0,530,416,0,350,4698,4652,435,3949,2880,638,1829,1560,2449,1410,608,0,675,764,277,212,233,98,102,3458
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,40,147,0,0,0,46,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,74,0,0,0,0,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,110,0,1146,0,0,0,0,482,0,0,0,0,0,0,0,53,0,0,0,1078
MEG_7815|Metals|Copper_resistance|Copper_resistance_protein|YCNJ,0,0,109,0,0,81,0,62,0,37,0,0,0,83,0,181,48,0,0,0,0,0,0,72,153,0,0,0,0,0,0,0,0,0,70,42,0,0,0,0,0,47
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,179,0,0,0,39,0,0,0,0,40,0,0,0,0,0,0,0,0,48,0,0,0,0,0,577,0,0,0,0,65,0,0,0,0,0,0,0,36,0,0,0,0
MEG_1361|Drugs|betalactams|Class_A_betalactamases|BLAZ,117,115,0,0,0,0,0,0,69,0,41,168,0,39,0,164,0,0,459,77,3290,0,0,0,901,177,0,0,26,4068,134,647,4873,0,0,0,807,166,1460,168,32,0
MEG_1439|Drugs|betalactams|Class_A_betalactamases|BLAZ,48,0,0,0,29,59,0,0,41,0,0,991,38,28,0,0,182,0,688,222,79,0,0,0,1555,275,0,25,36,1156,728,160,439,965,0,0,989,75,970,5772,2280,0
MEG_1861|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847,0,0,0,0,0,0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,329,568,2965,154,298,599,648,425,361,2281,549,1422,3541,964,128,1338,355,0,147,316,250,780,645,148,546,230,2049,289,485,1860,573,1332,293,131,681,2770,243,166,247,506,158,1028
MEG_7560|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,0,0,0,0,0,0,0,0,0,9,12,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MEG_2927|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,302,479,3626,150,486,502,222,315,217,2134,442,379,110,929,468,1078,127,0,55,144,86,656,2400,81,730,218,6590,218,794,1821,480,2210,125,96,73,325,172,276,366,979,109,778
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,6151,4744,41750,5154,5178,7670,5676,7276,3677,18768,4884,8978,9643,11361,15746,10671,1948,0,1218,5782,5313,9972,69794,7013,4912,4108,73173,10041,6153,15134,7598,11382,2381,5887,3766,10133,2398,2079,1928,23688,10654,44378
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,11075,57473,29873,75925,18033,33441,36632,42417,26350,44977,45179,49870,32863,50484,22032,84602,33081,144,10139,13914,28954,23861,8391,51135,37496,35915,8959,52954,38705,73190,50038,81696,49843,515,37619,63796,13750,6164,12391,5994,6008,38619
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,143,614,12118,173,334,572,1019,388,535,6088,1032,481,501,1489,232,1664,329,0,278,230,621,514,129,360,1159,362,432,0,478,1358,634,1237,0,0,759,99111,271,148,129,138,178,513
MEG_6078|Drugs|betalactams|Class_A_betalactamases|ROB,145,1279,4423,286,218,495,1474,502,1147,4302,1755,1130,7278,1554,159,2793,1055,0,417,398,318,1216,296,463,680,396,717,126,363,1395,1440,1831,508,23,8247,1686,470,121,176,152,508,270
MEG_1463|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,0,0,75,0,0,0,0,32,0,50,0,18,0,39,25,97,30,0,0,18,0,0,0,51,106,0,0,0,0,154,0,0,0,0,47,0,0,0,0,0,0,0
MEG_2442|Metals|Copper_resistance|Copper_resistance_regulator|CUER,0,0,67,0,0,40,16,32,17,34,10,0,14,21,8,68,6,0,25,0,0,0,0,34,192,0,0,0,0,90,9,0,0,0,45,43,0,0,0,0,0,27
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,336,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,21,0,0,0,0,0,0,0,23,13396,0,0,0,0,0,0
MEG_6894|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,61,0,0,0,12,0,0,0,0,28,0,18,0,0,0,0,0,0,34,0,0,0,0,0,0,170,0,15,0,0,105,0,0,44,0,0,0,0,0,0
MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,166,113,0,0,0,0,11,26,0,41,0,44,0,27,10,0,0,0,0,44,0,0,47,0,0,463,60,76,0,74,572,0,0,56,32,26,0,0,0,0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,273,950,18317,243,368,549,1355,674,943,10954,1108,612,727,1607,418,2241,389,0,159,307,599,717,151,557,717,379,750,529,355,1047,658,1166,0,72,1376,166569,168,191,79,152,214,584
MEG_1185|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3207,0,0,0,0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,0,0,5545,0,0,48,0,72,71,100,24,0,454,70,86,50,0,0,0,0,0,0,31,29,0,0,0,0,0,0,35,0,0,0,0,494,0,0,0,0,0,105
MEG_7326|Drugs|betalactams|Class_B_betalactamases|TUS,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,121,0,0,0,0,0,0,0
MEG_867|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,194,223,382,31,204,331,267,243,139,377,190,961,717,447,279,548,119,0,60,214,106,363,212,291,194,258,219,57,187,669,278,484,105,46,897,434,155,79,117,180,52,334
MEG_25|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2271,1600,3602,11847,1848,3857,673,4211,1492,1469,938,2705,3805,2006,6354,1676,927,0,2969,971,1972,499,10787,11631,630,5165,6550,6297,2965,2646,3846,3262,4908,570,1289,1568,2775,2106,5159,878,220,6125
MEG_4065|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,1602,2882,64,0,195,1515,63,1732,1247,0,228,16545,0,458,93,229,5253,0,3941,3518,2813,174,97,129,13827,8662,156,326,397,7281,2444,9351,4945,5423,0,178,7483,2090,25453,20830,8098,118
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,405,3188,1397,3216,685,1483,2782,2369,1740,2616,2305,1857,374,2593,1247,4803,1563,0,241,645,1568,1780,331,2684,1349,1131,293,2956,1720,2802,2082,2511,1175,67,2365,5646,523,780,442,314,482,1969
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,3561,12258,4981,18476,2172,4053,2497,4281,4712,3477,2686,5739,4340,3233,10930,5700,1913,0,831,1517,2136,1891,9415,8222,2007,3831,3987,12866,4058,4442,4166,5841,2340,4401,2584,4782,757,627,603,4780,1694,9215
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,116,603,11233,120,210,497,848,378,720,5464,748,386,474,1332,218,1783,309,0,129,167,439,454,118,385,623,279,321,923,498,733,480,1132,0,0,640,68520,135,102,114,133,121,349
MEG_3646|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAB,117,170,0,0,449,213,33,73,30,0,58,108,0,82,0,221,54,0,38,56,0,0,22,0,216,1233,0,0,804,994,64,2540,4044,43,0,0,76,205,243,378,25,48
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,1160,3021,434,17051,2276,3412,3088,4310,1920,5491,2172,2786,1055,3109,1481,6563,2244,0,803,1139,2697,1865,980,4901,2033,3398,1139,6648,5039,5287,3541,6274,5929,16,7886,5161,1092,715,1312,731,241,2869
MEG_1342|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,19,0,0,0,608,0,0,485,0,0,0,0,0,0,30,101,0,0,0,0,252,0,0,27,0,166,52,52,91,152,0,0,46,0,515,740,319,0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,3260,31798,7572,62225,15201,21209,40553,39991,16938,19885,42833,22025,3041,35777,7953,65349,20904,0,3335,10804,15605,27814,1285,25929,17537,13487,1900,20047,29106,40603,25068,40099,14991,252,22786,23901,8186,4272,6399,4732,6025,22088
MEG_2731|Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,986,1444,8032,1265,1462,2133,1174,1803,1279,3796,1048,3724,2166,2082,4503,3040,437,0,228,1323,652,1228,11881,2933,679,1223,15435,1738,1779,2110,1695,2239,0,1489,2574,1443,421,491,544,4923,1362,5975
MEG_6586|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,1687,1564,1058,562,1762,3178,1275,2171,1166,866,1233,5905,1501,4664,2956,3935,763,0,297,1984,1058,2833,2248,2215,1253,1109,825,817,2462,6184,2275,3625,719,3376,1923,576,932,807,1100,10599,5374,2392
MEG_3860|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,394,608,571,135,610,436,227,188,308,167,257,296,110,482,33,876,111,0,115,606,666,441,48,41,407,242,181,310,647,979,469,1174,0,91,68,96,163,256,167,470,81,840
MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,40,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
MEG_3119|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,64,302,1598,91,83,166,499,162,216,903,452,248,2010,561,42,1096,239,0,127,151,182,444,53,87,242,59,93,0,113,555,356,513,0,0,352,40715,87,35,41,66,139,119
MEG_5812|Drugs|betalactams|Class_B_betalactamases|PST,0,0,0,0,0,0,0,0,0,0,65,0,0,50,0,121,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7527|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2756|Drugs|MLS|23S_rRNA_methyltransferases|ERM,210,196,55,186,121,369,338,311,57,573,122,480,63,111,85,229,58,0,71,44,0,487,32,79,0,144,346,0,132,354,1071,155,113,0,0,42,60,41,65,206,77,93
MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,297,339,9670,338,228,333,406,315,224,4762,328,276,728,843,384,822,113,0,85,101,0,319,3689,167,719,235,7740,840,597,3331,366,1902,270,50,416,6543,84,130,198,937,82,5163
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,158,0,48,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,107,0,0,0,0,0,0,0,0,0,0
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,287,445,10469,180,319,206,627,250,177,3526,423,250,267,948,23,1071,88,0,72,101,190,308,844,90,740,145,3829,594,661,1235,329,1594,0,104,125,1095,74,84,185,964,125,2825
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,10757,3455,9662,17372,4001,9239,2404,7124,3176,4353,3684,65692,4164,7522,25812,6710,50549,0,10809,7527,4924,2331,38569,32858,51167,13144,15879,10063,7091,46032,22087,33489,7331,40576,2893,3962,25259,17969,164350,163703,55944,39531
MEG_3776|Drugs|betalactams|Penicillin_binding_protein|MECA,709,880,58,0,178,188,0,46,602,35,252,40224,172,1597,0,69,5792,0,10551,4492,487,223,0,0,16983,684,0,0,461,20929,11389,18445,927,22748,36,0,17409,1652,15688,125584,34277,0
MEG_3781|Drugs|betalactams|Penicillin_binding_protein|MECA,128,152,0,0,28,31,9,0,129,0,31,5910,30,216,0,0,870,0,1569,704,89,35,0,0,2535,133,0,18,77,2917,1655,2676,115,3514,0,18,2490,247,2344,18440,5232,0
MEG_7085|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,1023,1741,64633,6430,1541,3708,2345,3093,1964,7798,2751,2072,16472,3680,7821,4716,1403,0,770,935,1737,1972,97023,3641,929,1499,97649,4966,2564,2594,3688,4910,1260,57,2774,7361,745,581,424,1275,592,34581
MEG_956|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,126,250,902,54,152,219,227,151,164,685,224,527,1271,379,0,562,142,0,61,131,138,352,165,68,167,92,562,0,180,674,277,458,163,0,256,832,116,81,95,180,75,302
MEG_3913|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXG,147,0,0,0,78,0,0,0,0,0,63,0,0,92,0,138,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,294,544,4907,763,375,564,945,564,404,3288,582,410,1319,1045,1037,1512,259,0,118,296,246,1182,6878,357,359,169,14234,1182,568,751,734,1202,198,130,5617,1206,138,199,188,529,140,3797
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,847,1467,13230,1792,608,987,896,682,3849,2622,1446,1689,15266,3014,227,2840,924,0,1677,1606,3084,605,523,525,2128,3648,528,1716,1009,4045,2445,4378,5965,190,2631,4740,794,6258,688,378,262,217
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19744,12601,8216,5381,13923,24227,8736,19601,9417,4603,9448,31480,8972,38532,37165,30517,7000,0,3371,8922,4354,20143,33840,27834,13944,16070,11355,8067,18330,59995,22898,37039,6890,1025,14703,4859,12552,6122,10078,13235,3682,34030
MEG_4377|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|OSCA,37,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,14,0,0,0,0
MEG_1286|Drugs|betalactams|Class_A_betalactamases|BLAF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0
MEG_2808|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,736,322,334,4129,1058,1783,213,1580,408,107,310,658,549,470,4644,541,125,0,1559,862,1309,146,1714,2204,866,3647,1441,2536,1529,3655,1217,1043,1695,87,56,126,920,203,158,490,126,3569
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,0,0,4816,210,0,0,358,0,256,2467,353,214,216,680,160,758,189,0,109,92,0,243,0,168,294,219,0,0,0,425,290,0,0,0,361,33520,101,0,0,0,0,194
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,7,240,3783,101,65,153,392,146,133,2085,330,174,171,397,98,438,91,0,80,104,68,205,41,184,246,137,150,77,92,308,193,141,140,0,239,30724,53,57,20,55,65,220
MEG_3118|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6520|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB,0,0,0,0,0,0,403,0,0,355,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,277,433,2097,83,205,440,461,236,232,1474,362,1467,2538,636,116,962,185,0,98,304,616,468,516,134,315,261,1421,212,320,1313,389,934,159,140,388,1850,168,141,267,390,136,765
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1280,2482,5171,7908,1469,3610,1139,3701,1525,3591,1000,2755,8601,1881,10587,1797,638,0,3443,781,1687,1459,11388,11062,524,3687,5940,5855,2602,2916,3712,2306,3251,279,924,2472,3277,1082,1351,1367,325,7409
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,8289,7571,65070,8079,8151,11390,7820,11154,5574,29275,7007,14019,14591,16436,24812,15508,2693,0,1899,8703,7752,13987,111821,11289,6656,5751,114458,15482,9908,23045,11026,16537,3135,8552,7470,16002,3450,3114,2826,36815,14153,65608
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0,0,41,0,0,0,0,0,0,46,0,0,63,0,0,0,0,0,0,0,0,0,100,36,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5851|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,261,259,0,22,265,475,47,259,116,40,136,735,13,693,0,545,53,0,70,343,383,687,7,0,416,342,33,0,486,1962,425,1092,641,74,16,5,2136,161,391,395,29,37
MEG_1294|Drugs|betalactams|Class_A_betalactamases|BLAP,0,0,143,0,0,51,0,0,0,56,0,45,0,43,25,0,16,0,0,0,0,31,23,59,0,0,34,0,0,0,20,0,0,0,87,71,0,0,0,0,0,55
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,109,366,4842,62,130,260,588,307,257,3565,494,231,321,968,181,866,191,0,133,129,287,398,57,204,462,174,241,82,210,660,309,623,161,0,471,54007,71,58,65,66,139,223
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,80,520,9233,119,214,308,567,301,446,5352,724,416,375,992,221,1245,239,0,168,172,431,324,103,337,752,345,444,0,264,747,386,1314,0,0,510,81806,154,161,93,103,120,388
MEG_7082|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,1401,2263,80630,8211,1862,4370,3063,3613,2427,9336,3433,2713,21075,4890,9551,5669,1591,0,923,1180,2584,2244,123271,4515,1153,1747,119787,6423,3248,3419,4581,5709,1335,63,3603,9453,867,723,382,1559,672,42976
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,18894,5059,7986,27717,5438,15525,3942,12095,5403,5551,4750,101444,5548,7205,31722,12505,205791,0,30097,9768,8398,4106,39572,33741,19026,20146,20462,14440,9182,13280,38715,15227,9571,1708,2777,5192,60319,53961,550794,12200,9492,61173
MEG_1952|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0,0,0,0,0
MEG_6525|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,211,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,493,0,0,0,0
